label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62
clockit,0.0,0.0,0.0,0.1311502240522503,-0.11313591404848419,-0.038160371744166796,0.25073875480410107,-0.29941954750640914,-0.061447778244641565,0.36124977518904866,-0.431272059617667,-0.09241991559828856,0.4664136727787184,-0.5046577101716077,-0.12555318654226638,0.17797525737582934,-0.5530478195873688,-0.006629230939666541,0.248940982512813,-0.7353048020804926,-0.06307988752495922,0.3167977253544982,-0.837315824371176,-0.10677535112375769,0.3784465708082672,-0.9158255660358621,-0.13431949091087209,0.08641263958623821,-0.5646693983620006,-0.023012447821385576,0.12939674745275742,-0.7465538368290651,-0.10788219691334933,0.13849209115012365,-0.6001678507129294,-0.14017878983339094,0.1287510658362518,-0.46316553297893603,-0.138828979297959,-0.005736924883075554,-0.5397610679624724,-0.046619766652761935,0.02872713677412667,-0.6726192648580986,-0.1216492260147071,0.038977763887696935,-0.5426283223396884,-0.1082012912840331,0.029868901375302313,-0.43072152744821235,-0.07599603665574191,-0.10042259028828193,-0.48830466119077903,-0.07481480142919876,-0.07917928255154498,-0.6169973372514826,-0.11652363920527777,-0.057913539334548125,-0.5255358229402423,-0.09041228527626168,-0.06035748222075774,-0.43272242712616127,-0.05692871163328984
clockit,0.0,0.0,0.0,0.14506691471137453,-0.12044909549595174,-0.0297856875322823,0.26675311637285565,-0.33457784024061743,-0.04565862351832772,0.3701935896480643,-0.47010770203593755,-0.0722321773128972,0.48119260651846696,-0.5359021652479221,-0.10014099863532686,0.1749413817057618,-0.5598017863217208,0.019385161580401527,0.252444525094821,-0.7261325352238731,-0.03223710101155874,0.3293687894462898,-0.8255117750131936,-0.06811655893075394,0.39570367428184405,-0.9139417498566274,-0.09016141097417578,0.08593902641553271,-0.5831641905564516,-0.0041125098758743005,0.1540118836907341,-0.773868097116464,-0.09760283898388637,0.17414309362552502,-0.6015439857610465,-0.12664202934357938,0.16043166052631297,-0.4670595958876244,-0.11550911985986782,-0.009118413103550483,-0.5749331169987832,-0.03630402076439271,0.06598559299879614,-0.695797172739848,-0.13454090324849888,0.0879356961819029,-0.5098002637428227,-0.12185667034843546,0.06541069026790226,-0.39377139694481417,-0.07775770799525346,-0.11120090345704643,-0.5424462165047348,-0.0708830817333907,-0.06533181696044299,-0.6918739230311177,-0.12549355920866734,-0.022758955182627015,-0.587400440884851,-0.09770871556816578,-0.023360416081382458,-0.4961242613167131,-0.0576606304991025
clockit,0.0,0.0,0.0,0.14926783899054027,-0.1041034037123063,-0.03134049006153122,0.2779518236651911,-0.3085520482902618,-0.04761582497930664,0.38601088346639506,-0.43887832341826577,-0.07390271771197394,0.4984432189683799,-0.4941323468773554,-0.10189323342306633,0.1961795753419543,-0.5441400941366759,0.011375219407456458,0.2795986052874283,-0.7093425412332692,-0.041549493104522606,0.35671339328931734,-0.8108288935614152,-0.07729815219013089,0.422109007937393,-0.9011293988407212,-0.09894337756045361,0.10982264136158842,-0.5641579429845283,-0.010093319463971089,0.18480474463402227,-0.7508575472273005,-0.0996238118067502,0.19790690253246607,-0.5840352655217738,-0.12671477889226038,0.1767611793514591,-0.45787454953366635,-0.11583132490362379,0.015786635910191277,-0.5533848107183954,-0.03963283876914077,0.0849285945394399,-0.6739566806906749,-0.13787918947382855,0.10690642494486004,-0.4943636420748807,-0.12633022255656912,0.08485685402595099,-0.3879926708307811,-0.08334277797977414,-0.08682457694041083,-0.5208139084624939,-0.07096454036581776,-0.03653444743750987,-0.6758954473846985,-0.12558553061599328,0.00730506347278467,-0.5724311488234488,-0.09617763746171151,0.005051501296590106,-0.4838239324020603,-0.05497952849187012
clockit,0.0,0.0,0.0,0.18340320187551515,-0.1719630406655911,-0.014063801836626488,0.30627601854405356,-0.41456044836528555,-0.018838632588871675,0.3854802327640251,-0.5994493197172385,-0.04143205272577695,0.488661079722046,-0.7238754039722871,-0.0652117678140207,0.23607106329287728,-0.6508512799631561,0.07192676732770563,0.32883487770476866,-0.7723778668690955,0.015444691390118183,0.42512272751136143,-0.8200751082256577,-0.030368166568533066,0.5043882862717511,-0.8615685851434025,-0.057376212543540146,0.13714349984323013,-0.6868387865893401,0.03839791628715623,0.24005086479976304,-0.8893144825433102,-0.051632252980642286,0.2574033294342604,-0.7053618599053121,-0.08831458051672496,0.23078113894342023,-0.5667963057674249,-0.08321685106915751,0.02725052534657955,-0.6875905549984936,-0.00654533488564544,0.1315903299902311,-0.8032926117967931,-0.12156080882841597,0.1405744389420663,-0.5768786978897927,-0.11532211931978835,0.09943521930051051,-0.43914114615303507,-0.0699151175664044,-0.10178950215720177,-0.661257889893195,-0.051610998288543514,-0.0023057432446128233,-0.8114744398750648,-0.12396191901025654,0.04613879968563563,-0.6611791246944543,-0.09602773518949313,0.03539196578750076,-0.534457459245481,-0.05118427591280404
clockit,0.0,0.0,0.0,0.1581495096144346,-0.13435208865868672,-0.022908391425837827,0.2818920492660799,-0.33940044685105253,-0.03839507064354572,0.3776892649090168,-0.4843002050343475,-0.06747591751377066,0.4885762247622049,-0.5594962459455273,-0.0982393474585726,0.19707834119249468,-0.5722397990753539,0.021134707305505474,0.2952106860365479,-0.7270986677623679,-0.03339968726703223,0.3717363648405742,-0.8121543293051853,-0.06808572037105881,0.44041602025552057,-0.8934049725327503,-0.08866388304177025,0.10653917199321296,-0.5958223178849051,-0.005396300438509917,0.2156466777158671,-0.76451001062442,-0.10002873213984921,0.23403232562642212,-0.6015519020747074,-0.12881655234126319,0.21814076277055772,-0.4797832039418031,-0.11824709426650239,0.007962240163508957,-0.5859963521830415,-0.039654926514423046,0.11322835745257911,-0.6525668089015301,-0.15033578763369723,0.11417538840474728,-0.4477438448802806,-0.14088937847549066,0.07853176737699305,-0.33197490895906995,-0.0961249781715594,-0.10365983185097918,-0.5478806692966739,-0.07468921816684435,-0.008871761288568376,-0.6520223633144878,-0.14405589170873478,0.03722935818700904,-0.5083595914046216,-0.11906629347096796,0.03733404379028035,-0.397148954258706,-0.07741321432670217
clockit,0.0,0.0,0.0,0.1528502903132909,-0.12903130196492207,-0.02112502578020175,0.2747091702162948,-0.33862602141990655,-0.03575195611861584,0.37468079492491485,-0.48420696687491716,-0.06491342933732225,0.49489127785137865,-0.5547730462236605,-0.09565783272741012,0.20721604011909958,-0.5564419155649952,0.028155695611665667,0.307633259698412,-0.7191645815156861,-0.027733991185619502,0.3876627741303681,-0.8024384590258692,-0.060795452009103815,0.45576129164854945,-0.8865022455024305,-0.07997133082545443,0.12075360868356172,-0.5845988493690879,-0.0011652316697127164,0.23344728788686112,-0.7634771840273037,-0.09991850851914673,0.23956095761765725,-0.5699003671022336,-0.1253894748187557,0.20402275660451832,-0.4458147290258545,-0.10931828839878834,0.026970955522779002,-0.5773851447497788,-0.03902507256563115,0.13612092243259705,-0.6568895396464777,-0.15470395024893793,0.13059142453682843,-0.4419410603182676,-0.14360009092530973,0.07980925070512405,-0.3390250636194985,-0.09507069645342103,-0.08007279017337814,-0.5452787336793552,-0.07662493530536174,0.018646642004757893,-0.6682291352102644,-0.1456397938447786,0.05445155806748866,-0.5257026260432585,-0.11613494400253653,0.03281139012740682,-0.4282380890180215,-0.07111299600959634
clockit,0.0,0.0,0.0,0.1886443298267195,-0.16879628543151673,0.0001708680160195447,0.3185039849143976,-0.39803025385141466,-0.006733414056549323,0.4079468732639808,-0.5733226513964438,-0.034595456957072425,0.518361515128089,-0.6847934519664279,-0.06477182970401736,0.2596515073942382,-0.6571734927549399,0.06152829504348407,0.37103137147986937,-0.7836458689536654,-0.009063038435405405,0.4789405912223446,-0.8000881274973276,-0.05751666924140446,0.5639869823640273,-0.8214855411513773,-0.08414386135154049,0.15945178353059228,-0.6910722755146455,0.016279181613220926,0.29444375583415955,-0.8778189686956342,-0.085141786217182,0.29620889945227136,-0.6362206668157889,-0.11420715497977461,0.2505893207953384,-0.5016924621701663,-0.10229835568248405,0.049631593717067234,-0.6875878350721057,-0.03928855452874531,0.18808508306633215,-0.7837650706172438,-0.16906012015486627,0.17701749882590506,-0.523961890252341,-0.1524636334178639,0.1133326010063398,-0.4091213082853057,-0.09738582967796702,-0.08098348193443128,-0.6532247799191123,-0.0921804204751748,0.05538309501536178,-0.7899119058731857,-0.17260598057949494,0.0893980510265859,-0.6043376287721485,-0.13288637953434687,0.053768362529556295,-0.4887096596695499,-0.07787452262164933
clockit,0.0,0.0,0.0,0.17725356331875142,-0.15068274829259834,-0.0018178472139161537,0.3133375432307199,-0.3879545293119594,-0.00703440560018647,0.41273468646484823,-0.5527162854280054,-0.03158966605673566,0.5316386490406084,-0.6179271769100102,-0.05866379798501978,0.24599770648804065,-0.6267514038285525,0.057662008452887305,0.3480219058159487,-0.759228573145176,-0.008586770226685329,0.45388930732101435,-0.8016693882267141,-0.05529021301280255,0.5413024505870597,-0.8368964149382258,-0.08121605538308832,0.1504454372244349,-0.6554871912623961,0.016903460260575258,0.27488136404501945,-0.8430283022320847,-0.08276809087526844,0.27854534997344776,-0.6308719565249656,-0.11294665688053426,0.23968635217644774,-0.49696565465026166,-0.1010897654517348,0.04554826099875389,-0.6552436945587821,-0.033367059294519386,0.18082242420471056,-0.7415003747645804,-0.15474844984571356,0.17381042129384117,-0.507705589585771,-0.14206426102152941,0.11810492893695275,-0.3974999678881678,-0.09144920183305719,-0.07667793114679206,-0.6277334988408287,-0.08177825859432475,0.05938899647285327,-0.7428170792188638,-0.15382074036134286,0.08715418247380498,-0.5728359842172506,-0.11839192819067423,0.04853491984534765,-0.4660434958536556,-0.06859400502853996
clockit,0.0,0.0,0.0,0.15960830532442608,-0.11883781887910204,-0.010891820244815295,0.2967714223147113,-0.3275796397735865,-0.022871716772652192,0.40531759279921253,-0.46337850286389104,-0.05044529673392029,0.5209864778710409,-0.530531075042749,-0.07950719706273908,0.22135635386868632,-0.5668301132341872,0.024839462710464,0.33890804285468057,-0.71274948863331,-0.03383334039994155,0.4357885647294009,-0.780643394708428,-0.06930114069310435,0.5165921175983965,-0.8514201380312694,-0.09064398816258513,0.13300646704307215,-0.5966322730623149,-0.010085948187057318,0.2731846488487056,-0.7415776308826248,-0.10630783235495149,0.27218730150752596,-0.5368241249559077,-0.12830433525521848,0.2258915368845643,-0.41868481758030035,-0.11424204279657749,0.04061984064425173,-0.5903841175931844,-0.052763341730826405,0.1813209467945141,-0.6453569422211595,-0.16767774113657363,0.1664565882333861,-0.42360678349857483,-0.15113721781059825,0.10669755541617211,-0.32870376595499606,-0.1025114507282345,-0.060764514878166226,-0.5543928941282368,-0.09444121395833513,0.07497176458973663,-0.6494308252318182,-0.16733230333113466,0.09969478957417156,-0.4922348096618526,-0.1374520099033041,0.06060692386823145,-0.39923301426588725,-0.09352454231678735
clockit,0.0,0.0,0.0,0.1827091082831239,-0.14386225584272438,0.010927818270869543,0.3163976881335753,-0.3619602903442193,0.010359804508692087,0.42217781092021467,-0.5164638444474988,-0.014033454094400372,0.5390831301344283,-0.5953586610838253,-0.04242993897307904,0.2507540968700006,-0.5908147936790582,0.07492419124701225,0.3628336534180727,-0.7218775009936771,0.013817359591690878,0.47197090752085646,-0.772249176877849,-0.029430726683404847,0.5610410525249623,-0.8259375008782609,-0.05531891199811592,0.16146030284111743,-0.625324408271753,0.02540154720736367,0.299570722165196,-0.8030027767071792,-0.07553395001399509,0.3041977040579299,-0.5949423450750138,-0.10728710276912536,0.2572221555518511,-0.4690114203703025,-0.09643076849111946,0.06483351417161244,-0.6238509024140123,-0.033266780967192426,0.2140115446368708,-0.7047830154308282,-0.15780605694764285,0.19845756875854295,-0.46847043262954075,-0.1460184748163285,0.12680932752385887,-0.3700751064556457,-0.0957261542658466,-0.04770346122599048,-0.5959836721190823,-0.0889387223806696,0.10320811769231214,-0.700485269357724,-0.16569642882857952,0.12335173177693161,-0.5317646763982619,-0.1334798983447489,0.06974115204409097,-0.44157554270129146,-0.08619539176470667
